duration,definition,viewCount,likeCount,commentCount,publishedAt,channelId,title,description,localized,tags,k
PT27M1S,hd,931220,7862,0,2020-10-04T13:33:16Z,UCwQhhYZDmqyNj9hjJ-xH0rw,Kinder Q1 Ep1: Pagkilala sa Sariling Pangalan at Kasarian,"Kinder
Quarter 1
Episode 1: Pagkilala sa Sariling Pangalan at Kasarian
Teacher: Levin Pabriaga","{'title': 'Kinder Q1 Ep1: Pagkilala sa Sariling Pangalan at Kasarian', 'description': 'Kinder\nQuarter 1\nEpisode 1: Pagkilala sa Sariling Pangalan at Kasarian\nTeacher: Levin Pabriaga'}",,k
PT26M1S,sd,271471,1880,0,2020-10-07T06:09:39Z,UCwQhhYZDmqyNj9hjJ-xH0rw,Kinder Q1 Ep2: Pagkilala sa Sariling Gulang at Kapanganakan,"Kinder 
Quarter 1
Episode 2: Pagkilala sa Sariling Gulang at Kapanganakan
Teacher: Levin Pabriaga","{'title': 'Kinder Q1 Ep2: Pagkilala sa Sariling Gulang at Kapanganakan', 'description': 'Kinder \nQuarter 1\nEpisode 2: Pagkilala sa Sariling Gulang at Kapanganakan\nTeacher: Levin Pabriaga'}",,k
PT24M1S,hd,182163,1222,0,2020-11-16T05:59:38Z,UCwQhhYZDmqyNj9hjJ-xH0rw,Kinder Q1 Ep3: Pagkilala sa Sariling Gusto Di Gusto,"Kinder
Quarter 1
Episode 3 : Pagkilala sa Sariling Gusto Di Gusto
Teacher : Levin Pabriaga","{'title': 'Kinder Q1 Ep3: Pagkilala sa Sariling Gusto Di Gusto', 'description': 'Kinder\nQuarter 1\nEpisode 3 : Pagkilala sa Sariling Gusto Di Gusto\nTeacher : Levin Pabriaga'}","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",k
PT25M7S,hd,188025,1264,0,2020-10-31T16:24:54Z,UCwQhhYZDmqyNj9hjJ-xH0rw,Kinder Q1 Ep4: Pagsasabi ng Pangangailangan ng Walang Pag-Aalinlangan,"Kinder 
Quarter 1
Episode 4: Pagsasabi ng Pangangailangan ng Walang Pag-Aalinlangan 
Teacher: Levin Pabriaga","{'title': 'Kinder Q1 Ep4: Pagsasabi ng Pangangailangan ng Walang Pag-Aalinlangan', 'description': 'Kinder \nQuarter 1\nEpisode 4: Pagsasabi ng Pangangailangan ng Walang Pag-Aalinlangan \nTeacher: Levin Pabriaga'}","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'kinder', 'deped tv kinder']",k
PT23M7S,hd,132821,975,0,2020-11-07T03:13:39Z,UCwQhhYZDmqyNj9hjJ-xH0rw,Kinder Q1 Ep5: Pagsasabi ng mga Sariling Pangangailangan nang Walang Pag aalinlangan,"Kinder 
Quarter 1
Episode 5 : Pagsasabi ng mga Sariling Pangangailangan nang Walang Pag aalinlangan
Teacher : Levin Pabriaga","{'title': 'Kinder Q1 Ep5: Pagsasabi ng mga Sariling Pangangailangan nang Walang Pag aalinlangan', 'description': 'Kinder \nQuarter 1\nEpisode 5 : Pagsasabi ng mga Sariling Pangangailangan nang Walang Pag aalinlangan\nTeacher : Levin Pabriaga'}","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",k
PT25M8S,sd,119372,804,0,2020-10-15T16:42:08Z,UCwQhhYZDmqyNj9hjJ-xH0rw,Kinder Q1 Ep6: Pagsunod sa Itinakdang Gawain at Tuntunin,"Kinder 
Quarter 1
Episode 6: Pagsunod sa Itinakdang Gawain at Tuntunin
Teacher: Levin Pabriaga","{'title': 'Kinder Q1 Ep6: Pagsunod sa Itinakdang Gawain at Tuntunin', 'description': 'Kinder \nQuarter 1\nEpisode 6: Pagsunod sa Itinakdang Gawain at Tuntunin\nTeacher: Levin Pabriaga'}",,k
PT24M37S,hd,118955,827,0,2020-11-16T06:03:14Z,UCwQhhYZDmqyNj9hjJ-xH0rw,"Kinder Q1 Ep7: Pagbubukod ng mga Bagay Ayon sa Kanilang Mga Katangian Hugis, Kulay, Laki at Gamit","Kinder
Quarter 1
Episode 7 : Pagbubukod bukod ng mga Bagay Ayon sa Kanilang Mga Katangian (Hugis, Kulay, Laki at Gamit)
Teacher : Levin Pabriaga","{'title': 'Kinder Q1 Ep7: Pagbubukod ng mga Bagay Ayon sa Kanilang Mga Katangian Hugis, Kulay, Laki at Gamit', 'description': 'Kinder\nQuarter 1\nEpisode 7 : Pagbubukod bukod ng mga Bagay Ayon sa Kanilang Mga Katangian (Hugis, Kulay, Laki at Gamit)\nTeacher : Levin Pabriaga'}","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",k
PT25M34S,hd,143658,1006,0,2020-11-16T06:07:41Z,UCwQhhYZDmqyNj9hjJ-xH0rw,"Kinder Q1 Ep8: Pagbubukod ng mga Bagay Ayon sa Kanilang Mga Katangian Hugis,Kulay, Laki at Gamit","Kinder
Quarter 1
Episode 8: Pagbubukod bukod ng mga Bagay Ayon sa Kanilang Mga Katangian Hugis,Kulay, Laki at Gamit
Teacher : Levin Pabriaga","{'title': 'Kinder Q1 Ep8: Pagbubukod ng mga Bagay Ayon sa Kanilang Mga Katangian Hugis,Kulay, Laki at Gamit', 'description': 'Kinder\nQuarter 1\nEpisode 8: Pagbubukod bukod ng mga Bagay Ayon sa Kanilang Mga Katangian Hugis,Kulay, Laki at Gamit\nTeacher : Levin Pabriaga'}","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",k
PT25M22S,hd,100634,619,0,2020-12-09T15:39:06Z,UCwQhhYZDmqyNj9hjJ-xH0rw,"Kinder Q1 Ep9: Pagbabakat, Pagsisipi, at Pagsusulat ng Iba't Ibang Linya","Kinder 
Quarter 1
Episode 9 : Pagbabakat, Pagsisipi, at Pagsusulat ng Iba't Ibang Linya
Teacher : Levin Pabriaga","{'title': ""Kinder Q1 Ep9: Pagbabakat, Pagsisipi, at Pagsusulat ng Iba't Ibang Linya"", 'description': ""Kinder \nQuarter 1\nEpisode 9 : Pagbabakat, Pagsisipi, at Pagsusulat ng Iba't Ibang Linya\nTeacher : Levin Pabriaga""}","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",k
PT23M31S,hd,84239,566,0,2021-08-22T05:41:59Z,UCwQhhYZDmqyNj9hjJ-xH0rw,"Kinder Q1 Ep10: Pagkilos ng Iba’t ibang kakayahan Gaya ng Pag-awit, Pag-sayaw, at Iba pa","Kinder
Quarter 1
Episode 10: Pagkilos ng Iba’t ibang kakayahan Gaya ng Pag-awit, Pag-sayaw, at Iba pa
Teacher: Levin Pabriaga","{'title': 'Kinder Q1 Ep10: Pagkilos ng Iba’t ibang kakayahan Gaya ng Pag-awit, Pag-sayaw, at Iba pa', 'description': 'Kinder\nQuarter 1\nEpisode 10: Pagkilos ng Iba’t ibang kakayahan Gaya ng Pag-awit, Pag-sayaw, at Iba pa\nTeacher: Levin Pabriaga'}","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",k
PT25M7S,hd,174502,1341,0,2021-08-22T05:44:00Z,UCwQhhYZDmqyNj9hjJ-xH0rw,"Kinder Q1 Ep11: Pagtukoy sa Naiibang Letra, Bilang, at Salita sa Isang Grupo","Kinder
Quarter 1
Episode 11: Pagtukoy sa Naiibang Letra, Bilang, at Salita sa Isang Grupo
Teacher: Levin Pabriaga","{'title': 'Kinder Q1 Ep11: Pagtukoy sa Naiibang Letra, Bilang, at Salita sa Isang Grupo', 'description': 'Kinder\nQuarter 1\nEpisode 11: Pagtukoy sa Naiibang Letra, Bilang, at Salita sa Isang Grupo\nTeacher: Levin Pabriaga'}","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",k
PT25M28S,hd,41356,325,0,2021-08-22T05:46:18Z,UCwQhhYZDmqyNj9hjJ-xH0rw,"Kinder Q1 Ep12 - Pagtukoy sa Naiibang Letra, Bilang, at Salita sa Isang Grupo","Kinder
Quarter 1
Episode 12 - Pagtukoy sa Naiibang Letra, Bilang, at Salita sa Isang Grupo
Teacher: Levin Pabriaga","{'title': 'Kinder Q1 Ep12 - Pagtukoy sa Naiibang Letra, Bilang, at Salita sa Isang Grupo', 'description': 'Kinder\nQuarter 1\nEpisode 12 - Pagtukoy sa Naiibang Letra, Bilang, at Salita sa Isang Grupo\nTeacher: Levin Pabriaga'}","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",k
PT24M49S,hd,38659,345,0,2021-08-24T07:05:12Z,UCwQhhYZDmqyNj9hjJ-xH0rw,"Kinder Q1 Ep13 - Pagtukoy sa Magkaparehong Letra, Bilang, at Salita sa Isang Grupo","Kinder
Quarter 1
Episode 13 - Pagtukoy sa Magkaparehong Letra, Bilang, at Salita sa Isang Grupo
Teacher: Levin Pabriaga","{'title': 'Kinder Q1 Ep13 - Pagtukoy sa Magkaparehong Letra, Bilang, at Salita sa Isang Grupo', 'description': 'Kinder\nQuarter 1\nEpisode 13 - Pagtukoy sa Magkaparehong Letra, Bilang, at Salita sa Isang Grupo\nTeacher: Levin Pabriaga'}","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",k
PT23M1S,hd,43179,285,0,2020-12-28T04:36:57Z,UCwQhhYZDmqyNj9hjJ-xH0rw,"Kinder Q1 Ep14: Pagtukoy sa Magkaparehong Letra, Bilang, at Salita sa Isang Grupo","Kinder
Quarter 1
Episode 14: Pagtukoy sa Magkaparehong Letra, Bilang, at Salita sa Isang Grupo
Teacher: Levin Pabriaga","{'title': 'Kinder Q1 Ep14: Pagtukoy sa Magkaparehong Letra, Bilang, at Salita sa Isang Grupo', 'description': 'Kinder\nQuarter 1\nEpisode 14: Pagtukoy sa Magkaparehong Letra, Bilang, at Salita sa Isang Grupo\nTeacher: Levin Pabriaga'}","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",k
PT23M,hd,73961,576,0,2020-12-28T09:14:09Z,UCwQhhYZDmqyNj9hjJ-xH0rw,Kinder Q1 Ep15: Pagkilala ng mga Pangunahing Emosyon,"Kinder
Quarter 1
Kinder Episode 15: Pagkilala ng mga Pangunahing Emosyon
Teacher: Levin Pabriaga","{'title': 'Kinder Q1 Ep15: Pagkilala ng mga Pangunahing Emosyon', 'description': 'Kinder\nQuarter 1\nKinder Episode 15: Pagkilala ng mga Pangunahing Emosyon\nTeacher: Levin Pabriaga'}","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",k
PT23M1S,hd,52774,417,0,2021-08-22T12:58:10Z,UCwQhhYZDmqyNj9hjJ-xH0rw,Kinder Q1 Ep 16: Pagtukoy ng Symmetry o Balanse ng mga Hugis,"Kinder 
Quarter 1
Episode 16: Pagtukoy ng Symmetry o Balanse ng mga Hugis
Teacher: Levin Pabriaga","{'title': 'Kinder Q1 Ep 16: Pagtukoy ng Symmetry o Balanse ng mga Hugis', 'description': 'Kinder \nQuarter 1\nEpisode 16: Pagtukoy ng Symmetry o Balanse ng mga Hugis\nTeacher: Levin Pabriaga'}","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",k
PT23M1S,hd,35323,280,0,2021-08-24T12:58:59Z,UCwQhhYZDmqyNj9hjJ-xH0rw,Kinder Q1 Ep17 - Pagtukoy ng Symmetry o Balanse ng mga Hugis,"Kinder
Quarter 1
Episode 17: Pagtukoy ng Symmetry o Balanse ng mga Hugis
Teacher: Levin Pabriaga","{'title': 'Kinder Q1 Ep17 - Pagtukoy ng Symmetry o Balanse ng mga Hugis', 'description': 'Kinder\nQuarter 1\nEpisode 17: Pagtukoy ng Symmetry o Balanse ng mga Hugis\nTeacher: Levin Pabriaga'}","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",k
PT23M1S,hd,60342,445,0,2021-08-24T13:00:50Z,UCwQhhYZDmqyNj9hjJ-xH0rw,Kinder Q1 Ep18 - Pagtukoy sa Iba’t ibang Bahagi ng Katawan,"Kinder
Quarter 1
Episode 18 - Pagtukoy sa Iba’t ibang Bahagi ng Katawan
Teacher: Levin Pabriaga","{'title': 'Kinder Q1 Ep18 - Pagtukoy sa Iba’t ibang Bahagi ng Katawan', 'description': 'Kinder\nQuarter 1\nEpisode 18 - Pagtukoy sa Iba’t ibang Bahagi ng Katawan\nTeacher: Levin Pabriaga'}","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",k
PT22M42S,hd,70511,496,0,2020-12-14T14:58:33Z,UCwQhhYZDmqyNj9hjJ-xH0rw,Kinder Q1 Ep19: Pagtukoy sa Gamit ng Iba't ibang Parte ng Katawan,"Kinder
Quarter 1
Episode 19: Pagtukoy sa Gamit ng Iba't ibang Parte ng Katawan
Teacher: Levin Pabriaga","{'title': ""Kinder Q1 Ep19: Pagtukoy sa Gamit ng Iba't ibang Parte ng Katawan"", 'description': ""Kinder\nQuarter 1\nEpisode 19: Pagtukoy sa Gamit ng Iba't ibang Parte ng Katawan\nTeacher: Levin Pabriaga""}","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",k
PT20M57S,hd,53181,378,0,2020-12-14T16:42:15Z,UCwQhhYZDmqyNj9hjJ-xH0rw,Kinder Q1 Ep20:  Pagtukoy sa Gamit ng Iba't ibang Parte ng Katawan,"Kinder
Quarter 1
Episode 20: Pagtukoy sa Gamit ng Iba't ibang Parte ng Katawan
Teacher: Levin Pabriaga","{'title': ""Kinder Q1 Ep20:  Pagtukoy sa Gamit ng Iba't ibang Parte ng Katawan"", 'description': ""Kinder\nQuarter 1\nEpisode 20: Pagtukoy sa Gamit ng Iba't ibang Parte ng Katawan\nTeacher: Levin Pabriaga""}","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",k
PT23M7S,sd,48957,305,0,2020-12-16T09:36:03Z,UCwQhhYZDmqyNj9hjJ-xH0rw,Kinder Q1 Ep21: Igalaw ang Iba't Ibang Bahagi ng Katawan,"Kinder
Quarter 1
Episode 21: Igalaw ang Iba't Ibang Bahagi ng Katawan
Teacher: Levin Pabriaga","{'title': ""Kinder Q1 Ep21: Igalaw ang Iba't Ibang Bahagi ng Katawan"", 'description': ""Kinder\nQuarter 1\nEpisode 21: Igalaw ang Iba't Ibang Bahagi ng Katawan\nTeacher: Levin Pabriaga""}","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",k
PT20M56S,hd,68973,527,0,2021-08-22T15:04:19Z,UCwQhhYZDmqyNj9hjJ-xH0rw,Kinder Q1 Ep 22: Pagtukoy sa Iba’t ibang mga Pandama,"Kinder
Quarter 1
Episode 22: Pagtukoy sa Iba’t ibang mga Pandama
Teacher : Levin Pabriaga","{'title': 'Kinder Q1 Ep 22: Pagtukoy sa Iba’t ibang mga Pandama', 'description': 'Kinder\nQuarter 1\nEpisode 22: Pagtukoy sa Iba’t ibang mga Pandama\nTeacher : Levin Pabriaga'}","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",k
PT24M28S,hd,122359,1230,0,2020-11-04T09:20:29Z,UCwQhhYZDmqyNj9hjJ-xH0rw,Grade 1 Araling Panlipunan Q1 Ep1: Mga Batayang Impormasyon Tungkol sa Sarili,"Grade 1 Araling Panlipunan
Quarter 1
Episode 1 : Mga Batayang Impormasyon Tungkol sa Sarili
Teacher : Danilyn B. Espinola","{'title': 'Grade 1 Araling Panlipunan Q1 Ep1: Mga Batayang Impormasyon Tungkol sa Sarili', 'description': 'Grade 1 Araling Panlipunan\nQuarter 1\nEpisode 1 : Mga Batayang Impormasyon Tungkol sa Sarili\nTeacher : Danilyn B. Espinola'}","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",1
PT21M10S,sd,507382,4538,0,2020-10-09T13:30:00Z,UCwQhhYZDmqyNj9hjJ-xH0rw,Grade 1 Math Q1 Ep1: Bilang 1 - 50,"Grade 1 Math 
Quarter 1
Episode 1: Bilang 1 - 50 
Teacher: Maria Luisa San Miguel","{'title': 'Grade 1 Math Q1 Ep1: Bilang 1 - 50', 'description': 'Grade 1 Math \nQuarter 1\nEpisode 1: Bilang 1 - 50 \nTeacher: Maria Luisa San Miguel'}",,1
PT22M31S,hd,43268,578,0,2021-09-05T08:19:43Z,UCwQhhYZDmqyNj9hjJ-xH0rw,Grade 1 MTB Q1 Ep1: Pagsasabi ng Tungkol sa Sarili at Sariling Karanasan,"Grade 1 Mother Tongue-Based Multilingual Education
Quarter 1
Episode 1: Pagsasabi ng Tungkol sa Sarili at Sariling Karanasan
Teacher :  Gerry L. Rivas","{'title': 'Grade 1 MTB Q1 Ep1: Pagsasabi ng Tungkol sa Sarili at Sariling Karanasan', 'description': 'Grade 1 Mother Tongue-Based Multilingual Education\nQuarter 1\nEpisode 1: Pagsasabi ng Tungkol sa Sarili at Sariling Karanasan\nTeacher :  Gerry L. Rivas'}","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",1
PT21M44S,hd,114959,874,0,2020-10-27T03:47:22Z,UCwQhhYZDmqyNj9hjJ-xH0rw,Grade 1 Math Q1 Ep2: Bilang 1-100,"Grade 1 Math
Quarter 1
Episode 2 : Bilang 1-100
Teacher : Maria Luisa San Miguel","{'title': 'Grade 1 Math Q1 Ep2: Bilang 1-100', 'description': 'Grade 1 Math\nQuarter 1\nEpisode 2 : Bilang 1-100\nTeacher : Maria Luisa San Miguel'}","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",1
PT24M52S,hd,38331,365,0,2021-08-18T02:59:37Z,UCwQhhYZDmqyNj9hjJ-xH0rw,Grade 1 PE & HEALTH Q1 Ep1: Iba't ibang Bahagi ng Katawan /  Pagkilala sa mga Pagkaing...,"Grade 1 PE & HEALTH
Quarter 1
Episode 1: Iba't ibang Bahagi ng Katawan /  Pagkilala sa mga Pagkaing Masustansiya at Hindi Masustansiya sa Katawan
Teachers: Ariel Delos Santos and Mark Anthony Jamisal","{'title': ""Grade 1 PE & HEALTH Q1 Ep1: Iba't ibang Bahagi ng Katawan /  Pagkilala sa mga Pagkaing..."", 'description': ""Grade 1 PE & HEALTH\nQuarter 1\nEpisode 1: Iba't ibang Bahagi ng Katawan /  Pagkilala sa mga Pagkaing Masustansiya at Hindi Masustansiya sa Katawan\nTeachers: Ariel Delos Santos and Mark Anthony Jamisal""}","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",1
PT23M59S,hd,22144,234,0,2021-08-20T04:21:12Z,UCwQhhYZDmqyNj9hjJ-xH0rw,Grade 1 PE & HEALTH  Q1 Ep2:  Paglikha ng mga Hugis Gamit ang Iba't ibang Bahagi ng Katawan...,"Grade 1 PE & HEALTH 
Quarter 1
Episode 2: Paglikha ng mga Hugis Gamit ang Iba't ibang Bahagi ng Katawan / Nakikilala ang mga Pagkaing Masustansiya at Hindi Masustansiya sa Katawan
Teacher: Ariel Delos Santos and Mark Anthony Jamisal","{'title': ""Grade 1 PE & HEALTH  Q1 Ep2:  Paglikha ng mga Hugis Gamit ang Iba't ibang Bahagi ng Katawan..."", 'description': ""Grade 1 PE & HEALTH \nQuarter 1\nEpisode 2: Paglikha ng mga Hugis Gamit ang Iba't ibang Bahagi ng Katawan / Nakikilala ang mga Pagkaing Masustansiya at Hindi Masustansiya sa Katawan\nTeacher: Ariel Delos Santos and Mark Anthony Jamisal""}","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",1
PT22M34S,hd,9463,93,0,2021-08-24T15:21:00Z,UCwQhhYZDmqyNj9hjJ-xH0rw,Grade 1 PE & HEALTH Q1 Ep3: Subukin ang Sarili / Pagkaing Masustansiya at Hindi Masustansiya,"Grade 1 PE & HEALTH 
Quarter 1
Episode 3: Subukin ang Sarili / Pagkaing Masustansiya at Hindi Masustansiya
Teacher: Ariel Delos Santos and Mark Anthony Jamisal","{'title': 'Grade 1 PE & HEALTH Q1 Ep3: Subukin ang Sarili / Pagkaing Masustansiya at Hindi Masustansiya', 'description': 'Grade 1 PE & HEALTH \nQuarter 1\nEpisode 3: Subukin ang Sarili / Pagkaing Masustansiya at Hindi Masustansiya\nTeacher: Ariel Delos Santos and Mark Anthony Jamisal'}","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",1
PT21M35S,hd,8094,73,0,2021-08-24T15:28:20Z,UCwQhhYZDmqyNj9hjJ-xH0rw,Grade 1 PE & HEALTH Q1 Ep4: Pagbabalanse / Masustansiya at Hindi Masustansiyang Pagkain,"Grade 1 PE & HEALTH 
Quarter 1
Episode 4: Pagbabalanse Gamit ang Isa at Dalawang Bahagi ng Katawan / Nakikilala ang mga Pagkaing Masustansiya at Hindi Masustansiya sa Katawan
Teacher: Ariel Delos Santos and Mark Anthony Jamisal","{'title': 'Grade 1 PE & HEALTH Q1 Ep4: Pagbabalanse / Masustansiya at Hindi Masustansiyang Pagkain', 'description': 'Grade 1 PE & HEALTH \nQuarter 1\nEpisode 4: Pagbabalanse Gamit ang Isa at Dalawang Bahagi ng Katawan / Nakikilala ang mga Pagkaing Masustansiya at Hindi Masustansiya sa Katawan\nTeacher: Ariel Delos Santos and Mark Anthony Jamisal'}","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",1
PT22M2S,hd,8848,94,0,2021-08-25T09:51:46Z,UCwQhhYZDmqyNj9hjJ-xH0rw,Grade 1 PE & HEALTH Q1 Ep5: Pagbabalanse / Gawain Tungo sa Kalusugan,"Grade 1 PE & HEALTH 
Quarter 1
Episode 5: Pagbabalanse Gamit ang Tatlo Hanggang Apat na Bahagi ng ating Katawan / Naisasagawa ang mga Gawain Tungo sa Kalusugan
Teacher: Ariel Delos Santos and Mark Anthony Jamisal","{'title': 'Grade 1 PE & HEALTH Q1 Ep5: Pagbabalanse / Gawain Tungo sa Kalusugan', 'description': 'Grade 1 PE & HEALTH \nQuarter 1\nEpisode 5: Pagbabalanse Gamit ang Tatlo Hanggang Apat na Bahagi ng ating Katawan / Naisasagawa ang mga Gawain Tungo sa Kalusugan\nTeacher: Ariel Delos Santos and Mark Anthony Jamisal'}","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",1
PT24M3S,hd,8345,74,0,2021-08-24T15:35:08Z,UCwQhhYZDmqyNj9hjJ-xH0rw,Grade 1 PE & HEALTH Q1 Ep6: Pagbabalanse / Gawain Tungo sa Kalusugan,"Grade 1 PE & HEALTH 
Quarter 1
Episode 6: Pagbabalanse Gamit ang Limang Bahagi ng Katawan at Pagbabalik Kaalaman / Gawain Tungo sa Kalusugan
Teacher: Ariel Delos Santos and Mark Anthony Jamisal","{'title': 'Grade 1 PE & HEALTH Q1 Ep6: Pagbabalanse / Gawain Tungo sa Kalusugan', 'description': 'Grade 1 PE & HEALTH \nQuarter 1\nEpisode 6: Pagbabalanse Gamit ang Limang Bahagi ng Katawan at Pagbabalik Kaalaman / Gawain Tungo sa Kalusugan\nTeacher: Ariel Delos Santos and Mark Anthony Jamisal'}","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",1
PT25M1S,hd,34777,433,0,2021-08-18T02:46:50Z,UCwQhhYZDmqyNj9hjJ-xH0rw,Grade 1 ARTS & MUSIC Q1 Ep1: Nasaan ang Sining? / Pagkakaiba ng Tunog at Katahimikan,"Grade 1 ARTS & MUSIC
Quarter 1
Episode 1: Nasaan ang Sining? / Pagkakaiba ng Tunog at Katahimikan
Teachers: Rafael Martinez and Mary Jane Valdellon","{'title': 'Grade 1 ARTS & MUSIC Q1 Ep1: Nasaan ang Sining? / Pagkakaiba ng Tunog at Katahimikan', 'description': 'Grade 1 ARTS & MUSIC\nQuarter 1\nEpisode 1: Nasaan ang Sining? / Pagkakaiba ng Tunog at Katahimikan\nTeachers: Rafael Martinez and Mary Jane Valdellon'}","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",1
PT24M1S,hd,23068,254,0,2021-01-19T13:56:40Z,UCwQhhYZDmqyNj9hjJ-xH0rw,Grade 1 Music and Arts Q1 Ep 2 Kilalanin ang Mga gamit,"Grade 1 Music and Arts
Quarter 1
Episode 2 : Kilalanin ang Mga gamit
Teacher : Rafael Martinez","{'title': 'Grade 1 Music and Arts Q1 Ep 2 Kilalanin ang Mga gamit', 'description': 'Grade 1 Music and Arts\nQuarter 1\nEpisode 2 : Kilalanin ang Mga gamit\nTeacher : Rafael Martinez'}","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",1
