ind,definition,total_views,total_likes,avg_daily_views,total_comments,publish_date,title,tags,k,quarter,grade_level,teacher,episode,subject,duration_in_seconds,tag_type
207,hd,11079,170,28,0,2020-12-30,Grade 3 FILIPINO Ep14: Ang Paggamit ng Magagalang na Salita na Angkop sa Sitwasyon,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter Not Specified,Grade 3,maribel bulalayao,Episode 14,filipino,1269,9
208,hd,11786,203,30,0,2020-12-28,Grade 3 Filipino Q1 Ep10: Paggamit ng Diksiyonaryo,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,maribel bulalayao,Episode 10,filipino,1097,9
209,hd,11954,179,30,0,2020-12-28,"Grade 3 Filipino Q1 Ep11:Paggamit sa Usapan ng Salitang Pamalit sa Ngalan ng Tao, Ako, Ikaw at Siya","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,maribel bulalayao,Episode 11,filipino,1217,9
210,hd,4606,46,12,0,2020-12-29,Grade 3 Araling Panlipunan Q1 EP11:Halaga ng Lupa at Tubig sa Lalawigan at Karatig na Lalawigan Nito,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,laiza dalit,Episode 11,araling panlipunan,1201,9
211,hd,22817,332,57,0,2020-12-28,Grade 3 Science Q1 Ep8: Evaporation (Part 1),"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,ethel tumanan,Episode 08,science,1194,9
212,hd,13840,201,35,0,2020-12-27,Grade 3 PE & Heatlh Q1 Ep4: Kalambutan ng Posisyong Pag-upo/Vitamins for Life,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,victor gocoyo,Episode 04,physical education & health,1646,9
213,hd,12318,235,30,0,2020-12-21,Grade 3 MTB- MLE Q1 Ep6: Nakikilala ang Kaibahan ng Pangngalang Pamilang at Pangngalang Di-Pamilang,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,marvin balingit,Episode 06,mother tongue based multilingual education,1201,9
214,hd,13727,220,34,0,2020-12-21,Grade 3 Filipino Q1 Ep6: Pagbasa ng mga Salitang Hiram at mga Salitang Iisa ang Baybay,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,maribel bulalayao,Episode 06,filipino,1332,9
215,hd,9327,159,23,0,2020-12-22,Grade 3 Araling Panlipunan Q1 Ep15: Pangangasiwa sa mga Likas na Yaman,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,laiza dalit,Episode 15,araling panlipunan,1427,9
216,hd,33916,567,84,0,2020-12-22,Grade 3 English Q1 Ep11: Singular to Plural Form of Regular Nouns,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,desheryl cuyos,Episode 11,english,1470,9
217,hd,13071,247,32,0,2020-12-22,Grade 3 Math Q1 Ep14: Pagtantiya o Estimate ng Kinalabasan o Difference ng Dalawang Bilang,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,vicky leguarda,Episode 14,math,1150,9
218,hd,9570,182,24,0,2020-12-22,Grade 3 Math Q1 Ep15: Pagbabawas Gamit ang Isip sa Bilang na may 1-2 Digits,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,vicky leguarda,Episode 15,math,1167,9
219,hd,17469,282,43,0,2020-12-16,Grade 3 Math Q1 Ep7: Paghahambing ng Halaga ng Pera Hanggang P1000,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,vicky leguarda,Episode 07,math,1201,9
220,hd,20732,305,50,0,2020-12-16,Grade 3 Math Q1 Ep8: Pagsasama-sama ng mga Bilang na may 3-4 Digits na Wala at Mayroong Regrouping,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,vicky leguarda,Episode 08,math,1501,9
221,hd,10763,133,26,0,2020-12-16,Grade 3 Araling Panlipunan Q1 Ep7: Katangiang Pisikal ng mga Lalawigan,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,laiza dalit,Episode 07,araling panlipunan,1201,9
222,hd,9015,121,22,0,2020-12-16,Grade 3 Araling Panlipunan Q1 Ep8: Katangiang Pisikal ng mga Lalawigan,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,laiza dalit,Episode 08,araling panlipunan,1561,9
223,sd,15578,228,38,0,2020-12-16,Grade 3 Math Q1 Ep16: Pagbabawas Gamit ang Isip o Mental Substraction sa Bilang na may 2-3 Digits,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,vicky leguarda,Episode 16,math,1107,9
224,sd,15809,168,38,0,2020-12-16,Grade 3 Music and Arts Q1 Ep4: Ostinato Pattern/Pamumuhay ng Kulturang Pamayanan,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,pia mae repaso,Episode 04,music & arts,1331,9
225,sd,5691,124,14,0,2020-12-16,Grade 3 Math Q1 Ep17: Solving o Paglutas ng mga Suliranin na Ginagamitan ng Pagbabawas,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,vicky leguarda,Episode 17,math,1382,9
226,sd,10937,244,27,0,2020-12-16,Grade 3 MTB-MLE Q1 Ep14: Pagkilala sa mga Uri ng Tayutay sa Pangungusap,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,marvin balingit,Episode 14,mother tongue based multilingual education,1174,9
227,hd,17143,232,42,0,2020-12-19,Grade 3 PE and Health Q1 Ep3: Halina't Gumalaw/Uri ng Malnutrisyon at ang Lunas Dito,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,victor gocoyo,Episode 03,physical education & health,1503,9
228,hd,18810,250,46,0,2020-12-17,Grade 3 Music & Arts Q1 Ep3: Ostinato Pattern/Pamumuhay ng Kulturang Pamayanan at ...,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter Not Specified,Grade 3,pia mae repaso,Episode 03,music & arts,1538,9
229,hd,6054,95,15,0,2020-12-17,Grade 3 Araling Panlipunan Q1 Ep13: Lugar na Sensitibo sa Panganib Batay sa Lokasyon at Topograpiya,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,laiza dalit,Episode 13,araling panlipunan,1255,9
230,hd,8055,126,20,0,2020-12-17,Grade 3 Araling Panlipunan Q1 Ep14: Lugar na Sensitibo sa Panganib Batay sa Lokasyon at Topograpiya,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,laiza dalit,Episode 14,araling panlipunan,1235,9
231,hd,6489,123,16,0,2020-12-16,"Grade 3 Filipino Q1 Ep12: Paggamit sa Usapan ng Salitang Pamalit sa Ngalan ng Tao (KAMI, KAYO, etc)","['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,maribel bulalayao,Episode 12,filipino,1135,9
232,hd,11965,252,29,0,2020-12-16,Grade 3 English Q1 Ep8: Sentence Galore,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,desheryl cuyos,Episode 08,english,1158,9
233,hd,9363,161,23,0,2020-12-16,Grade 3 English Q1 Ep10: Into the World of Proper Nouns and Common Nouns,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,desheryl cuyos,Episode 10,english,1349,9
234,sd,6496,116,16,0,2020-12-16,Grade 3 Filipino Q1 Ep16: Paggamit ng Malaki at Maliit na Letra at mga Bantas,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,maribel bulalayao,Episode 16,filipino,1172,9
235,hd,52931,918,129,0,2020-12-16,Grade 3 English Q1 Ep7: Different Kinds of Sentences,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,desheryl cuyos,Episode 07,english,1146,9
236,hd,11629,238,28,0,2020-12-15,Grade 3 MTB-MLE Q1 Ep13: Pagkilala ng mga Tayutay sa Pangungusap,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,marvin balingit,Episode 13,mother tongue based multilingual education,1281,9
237,sd,2867,38,7,0,2020-12-15,Grade 3 Araling Panlipunan Q1 Ep16: Interpretasyon ng Kapaligiran Gamit ang Mapa,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,laiza dalit,Episode 16,araling panlipunan,1280,9
238,sd,43507,541,105,0,2020-12-14,Grade 3 Filipino Q1 Ep5: Pagbasa ng mga Salitang May Tatlong Pantig Pataas at Salitang May Klaster,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,maribel bulalayao,Episode 05,filipino,1282,9
239,sd,10860,175,26,0,2020-12-14,Grade 3 Filipino Q1 Ep7: Pagsunod sa Nakasulat na Panuto na May 2-4 na Hakbang,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,maribel bulalayao,Episode 07,filipino,1195,9
240,hd,8853,151,21,0,2020-12-14,Grade 3 Filipino Q1 Ep9: Pagbabaybay ng Wasto ng mga Salitang 3 o 4 na Pantig...,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,maribel bulalayao,Episode 09,filipino,1183,9
241,hd,13478,189,33,0,2020-12-14,Grade 3 Filipino Q1 Ep13: Ang Paggamit ng Magagalang na Salita na Angkop sa Sitwasyon,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,maribel bulalayao,Episode 13,filipino,1153,9
242,hd,8145,145,20,0,2020-12-14,Grade 3 Filipino Q1 Ep8: Pagbabaybay ng Wasto ng mga Salitang Di-kilala Batay sa Bigkas,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,maribel bulalayao,Episode 08,filipino,1427,9
243,sd,9436,138,23,0,2020-12-12,Grade 3 Araling Panlipunan Q1 Ep10: Pagkakaugnay ng mga Anyong Lupa at Anyong Tubig sa Lalawigan,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,laiza dalit,Episode 10,araling panlipunan,1201,9
244,sd,5828,65,14,0,2020-12-12,Grade 3 Araling Panlipunan Q1 Ep9: Pagkakaugnay ng mag Anyong Lupa at Anyong Tubig sa Lalawigan,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,laiza dalit,Episode 09,araling panlipunan,1321,9
245,hd,16591,292,40,0,2020-12-11,Grade 3 Math Q1 Ep13: Pagbabawas o Subtraction na Walang Regrouping at Mayroong Regrouping,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,vicky leguarda,Episode 13,math,1381,9
246,hd,13411,223,32,0,2020-12-11,Grade 3 Math Q1 Ep12:  Paglutas ng Suliraning Non-Routine at Routine na Ginagamitan ng Pagdaragdag,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,vicky leguarda,Episode 12,math,1201,9
247,hd,38449,548,89,0,2020-11-26,Grade 3 English Q1 Ep3: Character and Ending,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,herlyn ducot,Episode 03,english,1522,9
248,hd,10664,145,25,0,2020-11-26,Grade 3 English Q1 Ep4: Closer Look at Endings,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,desheryl cuyos,Episode 04,english,1456,9
249,hd,9916,277,23,0,2020-11-23,Grade 3 MTB-MLE Q1 Ep11: Angkop na Paggamit sa Ekspresyong Gusto,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,,Episode 11,mother tongue based multilingual education,1423,9
250,hd,47691,737,109,0,2020-11-21,Grade 3 Science Q1 Ep4: Katangian ng Liquid at Gas,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,ethel tumanan,Episode 04,science,1441,9
251,hd,23059,416,53,0,2020-11-21,Grade 3 Math Q1 Ep6: Pagkilala ng mga Barya at Perang Papel Hanggang PHP1000,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,vicky leguarda,Episode 06,math,1285,9
252,hd,48692,747,112,0,2020-11-21,Grade 3 Math Q1 Ep5: Ordinal na Bilang Mula 1st  - 100th,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,vicky leguarda,Episode 05,math,1403,9
253,hd,22406,361,51,0,2020-11-21,Grade 3 Filipino Q1 Ep4: Paggamit ng mga Bahagi ng Aklat sa Pagkuha ng Impormasyon,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,maribel bulalayao,Episode 04,filipino,1439,9
254,hd,24950,343,57,0,2020-11-21,Grade 3 Filipino Q1 Ep2: Paggamit ng Naunang Kaalaman o Karanasan sa Pagunawa ng Napakinggang teksto,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,maribel bulalayao,Episode 02,filipino,1465,9
255,hd,36888,502,85,0,2020-11-21,Grade 3 Araling Panlipunan Q1 Ep2: Mga Simbolo ng Mapa,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,laiza dalit,Episode 02,araling panlipunan,1200,9
256,hd,38034,446,87,0,2020-11-21,Grade 3 Araling Panlipunan Q1 Ep3: Kinalalagyan ng mga Lalawigan sa Rehiyon,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module', 'ibc depedtv', 'ibc13 deped tv', 'depedtv channel', 'ibc depedtv channel']",3,Quarter 1,Grade 3,laiza dalit,Episode 03,araling panlipunan,1201,9
257,hd,15507,270,35,0,2020-11-16,Grade 3 MTB-MLE Q1 Ep3: Nakasusulat ng Tula,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",3,Quarter 1,Grade 3,marvin balingit,Episode 03,mother tongue based multilingual education,1263,11
258,hd,16030,246,36,0,2020-11-16,Grade 3 ESP Q1 Ep5: Pamantayan ng Mag anak Ating Sundin,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",3,Quarter 1,Grade 3,regine batralo,Episode 05,edukasyon sa pagparaling panlipunanakatao,1342,11
259,hd,25219,393,57,0,2020-11-16,Grade 3 ESP Q1 Ep4: Pangangalaga sa Sarili,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",3,Quarter 1,Grade 3,regine batralo,Episode 04,edukasyon sa pagparaling panlipunanakatao,1234,11
260,hd,27926,379,62,0,2020-11-06,Grade 3 English Q1 Ep5: Lesson in a Diary,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",3,Quarter 1,Grade 3,desheryl cuyos,Episode 05,english,1330,11
261,hd,27212,427,60,0,2020-11-04,Grade 3 ESP Q1 Ep3: Kakayahan sa Paggawa,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",3,Quarter 1,Grade 3,regine batralo,Episode 03,edukasyon sa pagparaling panlipunanakatao,1312,11
262,hd,22791,298,50,0,2020-11-04,Grade 3 ESP Q1 Ep2: Pagtitiwala sa Sarili,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",3,Quarter 1,Grade 3,regine batralo,Episode 02,edukasyon sa pagparaling panlipunanakatao,1462,11
263,sd,42193,659,91,0,2020-10-26,Grade 3 Science Q1 Ep2: Matter (Part 2),"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",3,Quarter 1,Grade 3,ethel tumanan,Episode 02,science,1387,11
264,sd,47511,491,103,0,2020-10-25,Grade 3 Science Q1 Ep3: Mga Katangian ng Solid,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",3,Quarter 1,Grade 3,ethel tumanan,Episode 03,science,1267,11
265,sd,20904,262,45,0,2020-10-25,Grade 3 Araling Panlipunan Q1 Ep5: Populasyon,"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",3,Quarter 1,Grade 3,laiza dalit,Episode 05,araling panlipunan,1201,11
266,sd,29812,339,64,0,2020-10-25,Grade 3 Science Q1 Ep6: Melting (Part 2),"['DepEd', 'DepEd TV', 'Online Learning', 'DepEd Online', 'Deped tv official', 'depedtv', 'deped module']",3,Quarter 1,Grade 3,ethel tumanan,Episode 06,science,1207,11
